Geography,Moved within same county,Moved from different county within same state,Moved from different state,Moved from abroad,Year,RegionName,State
0500000US01003,10040.0,5126.0,5613.0,98.0,2014,Baldwin County,Alabama
0500000US01015,,,,,2014,Calhoun County,Alabama
0500000US01043,,,,,2014,Cullman County,Alabama
0500000US01049,,,,,2014,DeKalb County,Alabama
0500000US01051,,,,,2014,Elmore County,Alabama
0500000US01055,,,,,2014,Etowah County,Alabama
0500000US01069,9473.0,2992.0,2856.0,112.0,2014,Houston County,Alabama
0500000US01073,78274.0,19301.0,12683.0,2188.0,2014,Jefferson County,Alabama
0500000US01077,,,,,2014,Lauderdale County,Alabama
0500000US01081,19447.0,9232.0,5831.0,864.0,2014,Lee County,Alabama
0500000US01083,,,,,2014,Limestone County,Alabama
0500000US01089,38456.0,6317.0,9104.0,1252.0,2014,Madison County,Alabama
0500000US01095,10823.0,4426.0,1120.0,279.0,2014,Marshall County,Alabama
0500000US01097,44522.0,3409.0,7855.0,815.0,2014,Mobile County,Alabama
0500000US01101,30778.0,9813.0,7594.0,2141.0,2014,Montgomery County,Alabama
0500000US01103,,,,,2014,Morgan County,Alabama
0500000US01115,,,,,2014,St. Clair County,Alabama
0500000US01117,14550.0,7726.0,6774.0,690.0,2014,Shelby County,Alabama
0500000US01121,,,,,2014,Talladega County,Alabama
0500000US01125,,,,,2014,Tuscaloosa County,Alabama
0500000US01127,,,,,2014,Walker County,Alabama
0500000US02020,33679.0,6131.0,14664.0,1941.0,2014,Anchorage Municipality,Alaska
0500000US02090,,,,,2014,Fairbanks North Star Borough,Alaska
0500000US02170,9254.0,3360.0,3912.0,176.0,2014,Matanuska-Susitna Borough,Alaska
0500000US04001,,,,,2014,Apache County,Arizona
0500000US04003,10499.0,4957.0,7783.0,531.0,2014,Cochise County,Arizona
0500000US04005,12413.0,7230.0,6973.0,492.0,2014,Coconino County,Arizona
0500000US04013,509985.0,40906.0,145727.0,29452.0,2014,Maricopa County,Arizona
0500000US04015,20459.0,2558.0,14380.0,246.0,2014,Mohave County,Arizona
0500000US04017,,,,,2014,Navajo County,Arizona
0500000US04019,158807.0,16360.0,33226.0,7309.0,2014,Pima County,Arizona
0500000US04021,28262.0,22837.0,18598.0,5359.0,2014,Pinal County,Arizona
0500000US04025,16344.0,9089.0,8634.0,718.0,2014,Yavapai County,Arizona
0500000US04027,22026.0,3843.0,8736.0,3262.0,2014,Yuma County,Arizona
0500000US05007,21978.0,7433.0,9521.0,1889.0,2014,Benton County,Arkansas
0500000US05031,,,,,2014,Craighead County,Arkansas
0500000US05045,13823.0,7782.0,2831.0,214.0,2014,Faulkner County,Arkansas
0500000US05051,,,,,2014,Garland County,Arkansas
0500000US05069,,,,,2014,Jefferson County,Arkansas
0500000US05085,,,,,2014,Lonoke County,Arkansas
0500000US05119,46162.0,9264.0,8239.0,2957.0,2014,Pulaski County,Arkansas
0500000US05125,,,,,2014,Saline County,Arkansas
0500000US05131,,,,,2014,Sebastian County,Arkansas
0500000US05143,27984.0,6270.0,7848.0,969.0,2014,Washington County,Arkansas
0500000US05145,,,,,2014,White County,Arkansas
0500000US06001,119446.0,60961.0,26800.0,22993.0,2014,Alameda County,California
0500000US06007,27413.0,11610.0,3619.0,510.0,2014,Butte County,California
0500000US06013,84667.0,42809.0,11268.0,13280.0,2014,Contra Costa County,California
0500000US06017,9158.0,6369.0,1921.0,1311.0,2014,El Dorado County,California
0500000US06019,121856.0,26296.0,4507.0,6401.0,2014,Fresno County,California
0500000US06023,19217.0,7083.0,3733.0,135.0,2014,Humboldt County,California
0500000US06025,,,,,2014,Imperial County,California
0500000US06029,96621.0,31447.0,9331.0,4605.0,2014,Kern County,California
0500000US06031,16942.0,12250.0,3115.0,1190.0,2014,Kings County,California
0500000US06033,,,,,2014,Lake County,California
0500000US06037,932699.0,114672.0,92069.0,79168.0,2014,Los Angeles County,California
0500000US06039,,,,,2014,Madera County,California
0500000US06041,13574.0,13854.0,3086.0,4246.0,2014,Marin County,California
0500000US06045,,,,,2014,Mendocino County,California
0500000US06047,35379.0,11862.0,3447.0,428.0,2014,Merced County,California
0500000US06053,28250.0,12575.0,9368.0,2417.0,2014,Monterey County,California
0500000US06055,12158.0,4581.0,1853.0,699.0,2014,Napa County,California
0500000US06057,,,,,2014,Nevada County,California
0500000US06059,277363.0,70927.0,37467.0,24992.0,2014,Orange County,California
0500000US06061,26748.0,14162.0,4504.0,1650.0,2014,Placer County,California
0500000US06065,212571.0,93639.0,28947.0,12553.0,2014,Riverside County,California
0500000US06067,170108.0,58394.0,23908.0,8635.0,2014,Sacramento County,California
0500000US06071,188368.0,80465.0,28667.0,11129.0,2014,San Bernardino County,California
0500000US06073,347308.0,50574.0,77257.0,33151.0,2014,San Diego County,California
0500000US06075,55921.0,32050.0,16790.0,12008.0,2014,San Francisco County,California
0500000US06077,77753.0,28374.0,8330.0,2241.0,2014,San Joaquin County,California
0500000US06079,30753.0,14927.0,6311.0,1623.0,2014,San Luis Obispo County,California
0500000US06081,45923.0,30408.0,8953.0,9264.0,2014,San Mateo County,California
0500000US06083,58363.0,20238.0,7128.0,4292.0,2014,Santa Barbara County,California
0500000US06085,150752.0,41745.0,34172.0,33526.0,2014,Santa Clara County,California
0500000US06087,18751.0,13680.0,2538.0,1601.0,2014,Santa Cruz County,California
0500000US06089,15750.0,10213.0,3963.0,346.0,2014,Shasta County,California
0500000US06095,37536.0,20734.0,6965.0,3105.0,2014,Solano County,California
0500000US06097,48021.0,20691.0,6620.0,1602.0,2014,Sonoma County,California
0500000US06099,55929.0,17123.0,6461.0,3276.0,2014,Stanislaus County,California
0500000US06101,,,,,2014,Sutter County,California
0500000US06107,41806.0,12163.0,2195.0,2186.0,2014,Tulare County,California
0500000US06111,68830.0,22783.0,10125.0,4436.0,2014,Ventura County,California
0500000US06113,21279.0,20497.0,2910.0,2640.0,2014,Yolo County,California
0500000US06115,,,,,2014,Yuba County,California
0500000US08001,36025.0,28419.0,9802.0,2031.0,2014,Adams County,Colorado
0500000US08005,57192.0,38762.0,23997.0,3790.0,2014,Arapahoe County,Colorado
0500000US08013,33436.0,18553.0,16878.0,3924.0,2014,Boulder County,Colorado
0500000US08031,73923.0,49885.0,27695.0,6394.0,2014,Denver County,Colorado
0500000US08035,18806.0,14057.0,16346.0,2077.0,2014,Douglas County,Colorado
0500000US08041,95684.0,14703.0,41714.0,5845.0,2014,El Paso County,Colorado
0500000US08059,36200.0,28142.0,16212.0,2232.0,2014,Jefferson County,Colorado
0500000US08069,39125.0,13711.0,16681.0,1486.0,2014,Larimer County,Colorado
0500000US08077,19184.0,4578.0,5254.0,1048.0,2014,Mesa County,Colorado
0500000US08101,16989.0,5687.0,3719.0,433.0,2014,Pueblo County,Colorado
0500000US08123,25149.0,16069.0,7209.0,1467.0,2014,Weld County,Colorado
0500000US09001,66629.0,6715.0,26685.0,12249.0,2014,Fairfield County,Connecticut
0500000US09003,79163.0,12992.0,17906.0,7766.0,2014,Hartford County,Connecticut
0500000US09005,10816.0,4565.0,1247.0,575.0,2014,Litchfield County,Connecticut
0500000US09007,10575.0,5057.0,2798.0,581.0,2014,Middlesex County,Connecticut
0500000US09009,66577.0,12161.0,16700.0,6619.0,2014,New Haven County,Connecticut
0500000US09011,23467.0,7164.0,11228.0,967.0,2014,New London County,Connecticut
0500000US09013,7043.0,9959.0,4352.0,776.0,2014,Tolland County,Connecticut
0500000US09015,,,,,2014,Windham County,Connecticut
0500000US10001,15032.0,3214.0,7627.0,730.0,2014,Kent County,Delaware
0500000US10003,41971.0,3837.0,17820.0,3382.0,2014,New Castle County,Delaware
0500000US10005,10891.0,2301.0,6719.0,341.0,2014,Sussex County,Delaware
0500000US11001,67286.0,0.0,56234.0,11432.0,2014,District of Columbia,District of Columbia
0500000US12001,36231.0,17973.0,7245.0,2602.0,2014,Alachua County,Florida
0500000US12005,20727.0,5101.0,8586.0,2462.0,2014,Bay County,Florida
0500000US12009,57506.0,12435.0,19606.0,2995.0,2014,Brevard County,Florida
0500000US12011,204401.0,42061.0,36044.0,27856.0,2014,Broward County,Florida
0500000US12015,11888.0,7245.0,7752.0,1725.0,2014,Charlotte County,Florida
0500000US12017,15073.0,3604.0,3269.0,680.0,2014,Citrus County,Florida
0500000US12019,13845.0,11109.0,7886.0,535.0,2014,Clay County,Florida
0500000US12021,24888.0,10175.0,13120.0,5982.0,2014,Collier County,Florida
0500000US12023,,,,,2014,Columbia County,Florida
0500000US12031,124410.0,23001.0,30557.0,5129.0,2014,Duval County,Florida
0500000US12033,25993.0,8750.0,20057.0,1269.0,2014,Escambia County,Florida
0500000US12035,,,,,2014,Flagler County,Florida
0500000US12053,9476.0,5224.0,3192.0,602.0,2014,Hernando County,Florida
0500000US12055,,,,,2014,Highlands County,Florida
0500000US12057,140291.0,35228.0,37591.0,13423.0,2014,Hillsborough County,Florida
0500000US12061,,,,,2014,Indian River County,Florida
0500000US12069,24479.0,18478.0,10306.0,1480.0,2014,Lake County,Florida
0500000US12071,69682.0,16274.0,25110.0,5194.0,2014,Lee County,Florida
0500000US12073,43828.0,22896.0,9673.0,3105.0,2014,Leon County,Florida
0500000US12081,30427.0,9708.0,13116.0,2644.0,2014,Manatee County,Florida
0500000US12083,23684.0,11225.0,10564.0,2077.0,2014,Marion County,Florida
0500000US12085,8123.0,8443.0,4215.0,703.0,2014,Martin County,Florida
0500000US12086,232757.0,24648.0,19832.0,42410.0,2014,Miami-Dade County,Florida
0500000US12087,,,,,2014,Monroe County,Florida
0500000US12089,,,,,2014,Nassau County,Florida
0500000US12091,16271.0,5468.0,10529.0,1762.0,2014,Okaloosa County,Florida
0500000US12095,129026.0,50721.0,37374.0,19690.0,2014,Orange County,Florida
0500000US12097,22346.0,9400.0,7421.0,5301.0,2014,Osceola County,Florida
0500000US12099,139387.0,36872.0,34483.0,14534.0,2014,Palm Beach County,Florida
0500000US12101,23076.0,17849.0,13110.0,1606.0,2014,Pasco County,Florida
0500000US12103,82191.0,21143.0,30465.0,6733.0,2014,Pinellas County,Florida
0500000US12105,65298.0,18662.0,15619.0,3234.0,2014,Polk County,Florida
0500000US12107,,,,,2014,Putnam County,Florida
0500000US12109,15518.0,12426.0,8324.0,1994.0,2014,St. Johns County,Florida
0500000US12111,19787.0,5667.0,6722.0,962.0,2014,St. Lucie County,Florida
0500000US12113,14060.0,7199.0,11030.0,1304.0,2014,Santa Rosa County,Florida
0500000US12115,37234.0,14536.0,14798.0,2528.0,2014,Sarasota County,Florida
0500000US12117,27365.0,24299.0,11408.0,5449.0,2014,Seminole County,Florida
0500000US12119,,,,,2014,Sumter County,Florida
0500000US12127,31556.0,13623.0,19616.0,2524.0,2014,Volusia County,Florida
0500000US13013,,,,,2014,Barrow County,Georgia
0500000US13015,,,,,2014,Bartow County,Georgia
0500000US13021,19962.0,6590.0,1883.0,733.0,2014,Bibb County,Georgia
0500000US13031,,,,,2014,Bulloch County,Georgia
0500000US13045,,,,,2014,Carroll County,Georgia
0500000US13047,,,,,2014,Catoosa County,Georgia
0500000US13051,33798.0,10623.0,14297.0,2454.0,2014,Chatham County,Georgia
0500000US13057,15731.0,7691.0,8283.0,497.0,2014,Cherokee County,Georgia
0500000US13059,17708.0,13322.0,5683.0,769.0,2014,Clarke County,Georgia
0500000US13063,20106.0,16472.0,5981.0,1706.0,2014,Clayton County,Georgia
0500000US13067,71940.0,33690.0,22734.0,4493.0,2014,Cobb County,Georgia
0500000US13073,,,,,2014,Columbia County,Georgia
0500000US13077,,,,,2014,Coweta County,Georgia
0500000US13089,61197.0,46988.0,21544.0,5902.0,2014,DeKalb County,Georgia
0500000US13095,,,,,2014,Dougherty County,Georgia
0500000US13097,,,,,2014,Douglas County,Georgia
0500000US13113,,,,,2014,Fayette County,Georgia
0500000US13115,,,,,2014,Floyd County,Georgia
0500000US13117,9878.0,11307.0,6430.0,701.0,2014,Forsyth County,Georgia
0500000US13121,94508.0,48834.0,34779.0,8309.0,2014,Fulton County,Georgia
0500000US13127,,,,,2014,Glynn County,Georgia
0500000US13135,42928.0,22872.0,19879.0,6615.0,2014,Gwinnett County,Georgia
0500000US13139,12966.0,7231.0,2498.0,485.0,2014,Hall County,Georgia
0500000US13151,,,,,2014,Henry County,Georgia
0500000US13153,,,,,2014,Houston County,Georgia
0500000US13179,6603.0,3299.0,6726.0,2137.0,2014,Liberty County,Georgia
0500000US13185,,,,,2014,Lowndes County,Georgia
0500000US13215,20875.0,5717.0,10791.0,1390.0,2014,Muscogee County,Georgia
0500000US13217,,,,,2014,Newton County,Georgia
0500000US13223,,,,,2014,Paulding County,Georgia
0500000US13245,14968.0,5930.0,8074.0,775.0,2014,Richmond County,Georgia
0500000US13247,,,,,2014,Rockdale County,Georgia
0500000US13285,,,,,2014,Troup County,Georgia
0500000US13295,,,,,2014,Walker County,Georgia
0500000US13297,,,,,2014,Walton County,Georgia
0500000US13313,,,,,2014,Whitfield County,Georgia
0500000US15001,13386.0,2033.0,5518.0,1403.0,2014,Hawaii County,Hawaii
0500000US15003,93202.0,2205.0,46801.0,9266.0,2014,Honolulu County,Hawaii
0500000US15007,,,,,2014,Kauai County,Hawaii
0500000US15009,14445.0,1777.0,4865.0,1048.0,2014,Maui County,Hawaii
0500000US16001,48539.0,8266.0,14418.0,2103.0,2014,Ada County,Idaho
0500000US16005,,,,,2014,Bannock County,Idaho
0500000US16019,11375.0,1559.0,4964.0,738.0,2014,Bonneville County,Idaho
0500000US16027,16590.0,11363.0,5352.0,203.0,2014,Canyon County,Idaho
0500000US16055,17307.0,4181.0,6543.0,196.0,2014,Kootenai County,Idaho
0500000US16083,,,,,2014,Twin Falls County,Idaho
0500000US17001,,,,,2014,Adams County,Illinois
0500000US17019,24109.0,19131.0,8657.0,3473.0,2014,Champaign County,Illinois
0500000US17031,542659.0,49716.0,90758.0,38024.0,2014,Cook County,Illinois
0500000US17037,,,,,2014,DeKalb County,Illinois
0500000US17043,54735.0,42103.0,13869.0,6026.0,2014,DuPage County,Illinois
0500000US17089,30396.0,14945.0,4714.0,2376.0,2014,Kane County,Illinois
0500000US17091,7129.0,3955.0,1509.0,490.0,2014,Kankakee County,Illinois
0500000US17093,,,,,2014,Kendall County,Illinois
0500000US17097,51845.0,13858.0,19872.0,6177.0,2014,Lake County,Illinois
0500000US17099,,,,,2014,LaSalle County,Illinois
0500000US17111,18232.0,9882.0,4191.0,193.0,2014,McHenry County,Illinois
0500000US17113,18072.0,10228.0,2722.0,1286.0,2014,McLean County,Illinois
0500000US17115,,,,,2014,Macon County,Illinois
0500000US17119,24088.0,7606.0,4860.0,794.0,2014,Madison County,Illinois
0500000US17143,19804.0,5899.0,3205.0,692.0,2014,Peoria County,Illinois
0500000US17161,10615.0,3721.0,2386.0,123.0,2014,Rock Island County,Illinois
0500000US17163,13034.0,4587.0,4987.0,414.0,2014,St. Clair County,Illinois
0500000US17167,23990.0,6296.0,2026.0,651.0,2014,Sangamon County,Illinois
0500000US17179,10357.0,5793.0,1657.0,236.0,2014,Tazewell County,Illinois
0500000US17183,,,,,2014,Vermilion County,Illinois
0500000US17197,32296.0,21803.0,7535.0,922.0,2014,Will County,Illinois
0500000US17199,,,,,2014,Williamson County,Illinois
0500000US17201,30037.0,6489.0,5845.0,1115.0,2014,Winnebago County,Illinois
0500000US18003,40660.0,5969.0,6580.0,825.0,2014,Allen County,Indiana
0500000US18005,,,,,2014,Bartholomew County,Indiana
0500000US18019,,,,,2014,Clark County,Indiana
0500000US18035,17142.0,7473.0,2256.0,39.0,2014,Delaware County,Indiana
0500000US18039,18038.0,3556.0,2842.0,626.0,2014,Elkhart County,Indiana
0500000US18043,,,,,2014,Floyd County,Indiana
0500000US18053,,,,,2014,Grant County,Indiana
0500000US18057,20303.0,13631.0,8873.0,1532.0,2014,Hamilton County,Indiana
0500000US18059,,,,,2014,Hancock County,Indiana
0500000US18063,,,,,2014,Hendricks County,Indiana
0500000US18067,,,,,2014,Howard County,Indiana
0500000US18081,9243.0,9775.0,3744.0,16.0,2014,Johnson County,Indiana
0500000US18085,,,,,2014,Kosciusko County,Indiana
0500000US18089,35433.0,5019.0,16702.0,1437.0,2014,Lake County,Indiana
0500000US18091,8752.0,6421.0,2826.0,258.0,2014,LaPorte County,Indiana
0500000US18095,,,,,2014,Madison County,Indiana
0500000US18097,102179.0,23129.0,18596.0,4358.0,2014,Marion County,Indiana
0500000US18105,20488.0,13827.0,7517.0,5065.0,2014,Monroe County,Indiana
0500000US18109,,,,,2014,Morgan County,Indiana
0500000US18127,14397.0,5755.0,3308.0,761.0,2014,Porter County,Indiana
0500000US18141,21889.0,5750.0,7711.0,1178.0,2014,St. Joseph County,Indiana
0500000US18157,25603.0,11331.0,7670.0,2447.0,2014,Tippecanoe County,Indiana
0500000US18163,19198.0,3379.0,2964.0,1053.0,2014,Vanderburgh County,Indiana
0500000US18167,11631.0,5989.0,3244.0,744.0,2014,Vigo County,Indiana
0500000US18177,,,,,2014,Wayne County,Indiana
0500000US19013,,,,,2014,Black Hawk County,Iowa
0500000US19049,,,,,2014,Dallas County,Iowa
0500000US19061,8941.0,1671.0,4287.0,282.0,2014,Dubuque County,Iowa
0500000US19103,17439.0,7300.0,5674.0,2402.0,2014,Johnson County,Iowa
0500000US19113,16734.0,6250.0,4128.0,1204.0,2014,Linn County,Iowa
0500000US19153,54048.0,15485.0,13263.0,1905.0,2014,Polk County,Iowa
0500000US19155,,,,,2014,Pottawattamie County,Iowa
0500000US19163,16946.0,1770.0,5522.0,449.0,2014,Scott County,Iowa
0500000US19169,,,,,2014,Story County,Iowa
0500000US19193,,,,,2014,Woodbury County,Iowa
0500000US20015,,,,,2014,Butler County,Kansas
0500000US20045,,,,,2014,Douglas County,Kansas
0500000US20091,56549.0,13655.0,22466.0,3081.0,2014,Johnson County,Kansas
0500000US20103,6433.0,3217.0,7709.0,300.0,2014,Leavenworth County,Kansas
0500000US20161,,,,,2014,Riley County,Kansas
0500000US20173,57305.0,7910.0,8596.0,3717.0,2014,Sedgwick County,Kansas
0500000US20177,19505.0,4178.0,5067.0,547.0,2014,Shawnee County,Kansas
0500000US20209,13451.0,4506.0,5499.0,1080.0,2014,Wyandotte County,Kansas
0500000US21015,,,,,2014,Boone County,Kentucky
0500000US21029,,,,,2014,Bullitt County,Kentucky
0500000US21037,,,,,2014,Campbell County,Kentucky
0500000US21047,6464.0,2900.0,6157.0,915.0,2014,Christian County,Kentucky
0500000US21059,,,,,2014,Daviess County,Kentucky
0500000US21067,50400.0,15426.0,11855.0,2396.0,2014,Fayette County,Kentucky
0500000US21093,15510.0,3670.0,5418.0,786.0,2014,Hardin County,Kentucky
0500000US21111,83760.0,14074.0,15740.0,3907.0,2014,Jefferson County,Kentucky
0500000US21117,14460.0,6937.0,5805.0,355.0,2014,Kenton County,Kentucky
0500000US21145,,,,,2014,McCracken County,Kentucky
0500000US21151,,,,,2014,Madison County,Kentucky
0500000US21195,,,,,2014,Pike County,Kentucky
0500000US21227,18314.0,6643.0,5247.0,641.0,2014,Warren County,Kentucky
0500000US22005,,,,,2014,Ascension Parish,Louisiana
0500000US22015,10449.0,6239.0,6117.0,196.0,2014,Bossier Parish,Louisiana
0500000US22017,17921.0,6888.0,3022.0,554.0,2014,Caddo Parish,Louisiana
0500000US22019,28210.0,3541.0,6135.0,410.0,2014,Calcasieu Parish,Louisiana
0500000US22033,40963.0,18133.0,12359.0,2504.0,2014,East Baton Rouge Parish,Louisiana
0500000US22045,,,,,2014,Iberia Parish,Louisiana
0500000US22051,25566.0,10762.0,6699.0,1066.0,2014,Jefferson Parish,Louisiana
0500000US22055,26972.0,9005.0,7559.0,912.0,2014,Lafayette Parish,Louisiana
0500000US22057,,,,,2014,Lafourche Parish,Louisiana
0500000US22063,,,,,2014,Livingston Parish,Louisiana
0500000US22071,31982.0,10995.0,11653.0,2403.0,2014,Orleans Parish,Louisiana
0500000US22073,,,,,2014,Ouachita Parish,Louisiana
0500000US22079,,,,,2014,Rapides Parish,Louisiana
0500000US22097,,,,,2014,St. Landry Parish,Louisiana
0500000US22103,15389.0,6336.0,6651.0,1075.0,2014,St. Tammany Parish,Louisiana
0500000US22105,,,,,2014,Tangipahoa Parish,Louisiana
0500000US22109,,,,,2014,Terrebonne Parish,Louisiana
0500000US23001,9230.0,2571.0,2531.0,250.0,2014,Androscoggin County,Maine
0500000US23003,,,,,2014,Aroostook County,Maine
0500000US23005,25132.0,6389.0,10015.0,2741.0,2014,Cumberland County,Maine
0500000US23011,10995.0,3996.0,2430.0,732.0,2014,Kennebec County,Maine
0500000US23019,11844.0,6599.0,4850.0,272.0,2014,Penobscot County,Maine
0500000US23031,12884.0,4552.0,7201.0,323.0,2014,York County,Maine
0500000US24001,,,,,2014,Allegany County,Maryland
0500000US24003,36700.0,15020.0,17498.0,3628.0,2014,Anne Arundel County,Maryland
0500000US24005,60197.0,27191.0,13372.0,6112.0,2014,Baltimore County,Maryland
0500000US24009,,,,,2014,Calvert County,Maryland
0500000US24013,8392.0,4379.0,2527.0,147.0,2014,Carroll County,Maryland
0500000US24015,,,,,2014,Cecil County,Maryland
0500000US24017,5783.0,4130.0,5346.0,330.0,2014,Charles County,Maryland
0500000US24021,12889.0,8921.0,4073.0,1464.0,2014,Frederick County,Maryland
0500000US24025,12472.0,9674.0,4735.0,1197.0,2014,Harford County,Maryland
0500000US24027,18025.0,10456.0,9008.0,2332.0,2014,Howard County,Maryland
0500000US24031,83125.0,14089.0,32312.0,16812.0,2014,Montgomery County,Maryland
0500000US24033,79503.0,21024.0,29464.0,7325.0,2014,Prince George's County,Maryland
0500000US24037,,,,,2014,St. Mary's County,Maryland
0500000US24043,12154.0,3429.0,3922.0,325.0,2014,Washington County,Maryland
0500000US24045,,,,,2014,Wicomico County,Maryland
0500000US24510,66825.0,19811.0,14092.0,4136.0,2014,Baltimore city,Maryland
0500000US25001,11637.0,4115.0,3171.0,1440.0,2014,Barnstable County,Massachusetts
0500000US25003,,,,,2014,Berkshire County,Massachusetts
0500000US25005,42538.0,13178.0,6920.0,3781.0,2014,Bristol County,Massachusetts
0500000US25009,53791.0,13679.0,12133.0,4571.0,2014,Essex County,Massachusetts
0500000US25011,,,,,2014,Franklin County,Massachusetts
0500000US25013,44694.0,8336.0,9755.0,2820.0,2014,Hampden County,Massachusetts
0500000US25015,17151.0,11521.0,5587.0,1323.0,2014,Hampshire County,Massachusetts
0500000US25017,114509.0,39460.0,42143.0,22449.0,2014,Middlesex County,Massachusetts
0500000US25021,27668.0,25969.0,13698.0,6796.0,2014,Norfolk County,Massachusetts
0500000US25023,30826.0,17816.0,7193.0,4305.0,2014,Plymouth County,Massachusetts
0500000US25025,71023.0,25958.0,29623.0,16835.0,2014,Suffolk County,Massachusetts
0500000US25027,61533.0,16838.0,11257.0,5144.0,2014,Worcester County,Massachusetts
0500000US26005,,,,,2014,Allegan County,Michigan
0500000US26017,,,,,2014,Bay County,Michigan
0500000US26021,14206.0,2709.0,6145.0,968.0,2014,Berrien County,Michigan
0500000US26025,16466.0,5652.0,2031.0,356.0,2014,Calhoun County,Michigan
0500000US26037,,,,,2014,Clinton County,Michigan
0500000US26045,5764.0,7494.0,1020.0,537.0,2014,Eaton County,Michigan
0500000US26049,42244.0,10380.0,6225.0,329.0,2014,Genesee County,Michigan
0500000US26055,,,,,2014,Grand Traverse County,Michigan
0500000US26065,39488.0,28000.0,6645.0,3252.0,2014,Ingham County,Michigan
0500000US26073,,,,,2014,Isabella County,Michigan
0500000US26075,13500.0,6033.0,1799.0,607.0,2014,Jackson County,Michigan
0500000US26077,36490.0,14856.0,6158.0,1544.0,2014,Kalamazoo County,Michigan
0500000US26081,74480.0,24738.0,11795.0,4141.0,2014,Kent County,Michigan
0500000US26087,,,,,2014,Lapeer County,Michigan
0500000US26091,7741.0,3051.0,1745.0,110.0,2014,Lenawee County,Michigan
0500000US26093,9863.0,6368.0,1404.0,208.0,2014,Livingston County,Michigan
0500000US26099,57678.0,29774.0,6386.0,2355.0,2014,Macomb County,Michigan
0500000US26103,,,,,2014,Marquette County,Michigan
0500000US26111,,,,,2014,Midland County,Michigan
0500000US26115,,,,,2014,Monroe County,Michigan
0500000US26121,20952.0,8333.0,1068.0,418.0,2014,Muskegon County,Michigan
0500000US26125,95130.0,42696.0,20070.0,10667.0,2014,Oakland County,Michigan
0500000US26139,20088.0,15131.0,3637.0,927.0,2014,Ottawa County,Michigan
0500000US26145,13910.0,6216.0,1582.0,730.0,2014,Saginaw County,Michigan
0500000US26147,14140.0,7108.0,1521.0,229.0,2014,St. Clair County,Michigan
0500000US26155,,,,,2014,Shiawassee County,Michigan
0500000US26159,,,,,2014,Van Buren County,Michigan
0500000US26161,42319.0,19906.0,14957.0,7173.0,2014,Washtenaw County,Michigan
0500000US26163,186068.0,36368.0,17563.0,8016.0,2014,Wayne County,Michigan
0500000US27003,20043.0,20419.0,3230.0,872.0,2014,Anoka County,Minnesota
0500000US27013,,,,,2014,Blue Earth County,Minnesota
0500000US27019,3657.0,5157.0,2452.0,610.0,2014,Carver County,Minnesota
0500000US27037,24341.0,17324.0,5624.0,1896.0,2014,Dakota County,Minnesota
0500000US27053,120934.0,45177.0,31377.0,12941.0,2014,Hennepin County,Minnesota
0500000US27109,10343.0,4629.0,3365.0,1681.0,2014,Olmsted County,Minnesota
0500000US27123,50377.0,28794.0,12132.0,4421.0,2014,Ramsey County,Minnesota
0500000US27131,,,,,2014,Rice County,Minnesota
0500000US27137,19641.0,6151.0,3791.0,670.0,2014,St. Louis County,Minnesota
0500000US27139,,,,,2014,Scott County,Minnesota
0500000US27141,,,,,2014,Sherburne County,Minnesota
0500000US27145,14521.0,12419.0,2896.0,1123.0,2014,Stearns County,Minnesota
0500000US27163,13213.0,13870.0,6450.0,877.0,2014,Washington County,Minnesota
0500000US27171,,,,,2014,Wright County,Minnesota
0500000US28033,16411.0,4039.0,6719.0,253.0,2014,DeSoto County,Mississippi
0500000US28035,,,,,2014,Forrest County,Mississippi
0500000US28047,16764.0,5336.0,10144.0,672.0,2014,Harrison County,Mississippi
0500000US28049,21401.0,7545.0,4391.0,762.0,2014,Hinds County,Mississippi
0500000US28059,,,,,2014,Jackson County,Mississippi
0500000US28067,,,,,2014,Jones County,Mississippi
0500000US28075,,,,,2014,Lauderdale County,Mississippi
0500000US28081,,,,,2014,Lee County,Mississippi
0500000US28089,,,,,2014,Madison County,Mississippi
0500000US28121,,,,,2014,Rankin County,Mississippi
0500000US29019,23565.0,7804.0,6791.0,1284.0,2014,Boone County,Missouri
0500000US29021,,,,,2014,Buchanan County,Missouri
0500000US29031,,,,,2014,Cape Girardeau County,Missouri
0500000US29037,,,,,2014,Cass County,Missouri
0500000US29043,,,,,2014,Christian County,Missouri
0500000US29047,18808.0,9129.0,7079.0,319.0,2014,Clay County,Missouri
0500000US29051,,,,,2014,Cole County,Missouri
0500000US29071,,,,,2014,Franklin County,Missouri
0500000US29077,42314.0,15601.0,6260.0,1655.0,2014,Greene County,Missouri
0500000US29095,73216.0,12688.0,16065.0,2343.0,2014,Jackson County,Missouri
0500000US29097,,,,,2014,Jasper County,Missouri
0500000US29099,16383.0,7066.0,1770.0,337.0,2014,Jefferson County,Missouri
0500000US29165,4666.0,5639.0,4152.0,829.0,2014,Platte County,Missouri
0500000US29183,27556.0,13383.0,5389.0,943.0,2014,St. Charles County,Missouri
0500000US29187,,,,,2014,St. Francois County,Missouri
0500000US29189,79642.0,28625.0,23831.0,4337.0,2014,St. Louis County,Missouri
0500000US29510,36487.0,16005.0,9365.0,1321.0,2014,St. Louis city,Missouri
0500000US30013,,,,,2014,Cascade County,Montana
0500000US30029,,,,,2014,Flathead County,Montana
0500000US30031,11042.0,4021.0,5078.0,377.0,2014,Gallatin County,Montana
