Geography,Year,Total less than high school graduate,Total high school graduate,Total some college or associate's degree,Total bachelor's degree or higher,Total graduate or professional degree,RegionName,State
0500000US01003,2015,,,,,,Baldwin County,Alabama
0500000US01015,2015,,,,,,Calhoun County,Alabama
0500000US01043,2015,,,,,,Cullman County,Alabama
0500000US01049,2015,,,,,,DeKalb County,Alabama
0500000US01051,2015,,,,,,Elmore County,Alabama
0500000US01055,2015,,,,,,Etowah County,Alabama
0500000US01069,2015,,,,,,Houston County,Alabama
0500000US01073,2015,,,,,,Jefferson County,Alabama
0500000US01077,2015,,,,,,Lauderdale County,Alabama
0500000US01081,2015,,,,,,Lee County,Alabama
0500000US01083,2015,,,,,,Limestone County,Alabama
0500000US01089,2015,,,,,,Madison County,Alabama
0500000US01095,2015,,,,,,Marshall County,Alabama
0500000US01097,2015,,,,,,Mobile County,Alabama
0500000US01101,2015,,,,,,Montgomery County,Alabama
0500000US01103,2015,,,,,,Morgan County,Alabama
0500000US01115,2015,,,,,,St. Clair County,Alabama
0500000US01117,2015,,,,,,Shelby County,Alabama
0500000US01121,2015,,,,,,Talladega County,Alabama
0500000US01125,2015,,,,,,Tuscaloosa County,Alabama
0500000US01127,2015,,,,,,Walker County,Alabama
0500000US02020,2015,,,,,,Anchorage Municipality,Alaska
0500000US02090,2015,,,,,,Fairbanks North Star Borough,Alaska
0500000US02170,2015,,,,,,Matanuska-Susitna Borough,Alaska
0500000US04001,2015,,,,,,Apache County,Arizona
0500000US04003,2015,,,,,,Cochise County,Arizona
0500000US04005,2015,,,,,,Coconino County,Arizona
0500000US04013,2015,,,,,,Maricopa County,Arizona
0500000US04015,2015,,,,,,Mohave County,Arizona
0500000US04017,2015,,,,,,Navajo County,Arizona
0500000US04019,2015,,,,,,Pima County,Arizona
0500000US04021,2015,,,,,,Pinal County,Arizona
0500000US04025,2015,,,,,,Yavapai County,Arizona
0500000US04027,2015,,,,,,Yuma County,Arizona
0500000US05007,2015,,,,,,Benton County,Arkansas
0500000US05031,2015,,,,,,Craighead County,Arkansas
0500000US05045,2015,,,,,,Faulkner County,Arkansas
0500000US05051,2015,,,,,,Garland County,Arkansas
0500000US05069,2015,,,,,,Jefferson County,Arkansas
0500000US05085,2015,,,,,,Lonoke County,Arkansas
0500000US05119,2015,,,,,,Pulaski County,Arkansas
0500000US05125,2015,,,,,,Saline County,Arkansas
0500000US05131,2015,,,,,,Sebastian County,Arkansas
0500000US05143,2015,,,,,,Washington County,Arkansas
0500000US05145,2015,,,,,,White County,Arkansas
0500000US06001,2015,,,,,,Alameda County,California
0500000US06007,2015,,,,,,Butte County,California
0500000US06013,2015,,,,,,Contra Costa County,California
0500000US06017,2015,,,,,,El Dorado County,California
0500000US06019,2015,,,,,,Fresno County,California
0500000US06023,2015,,,,,,Humboldt County,California
0500000US06025,2015,,,,,,Imperial County,California
0500000US06029,2015,,,,,,Kern County,California
0500000US06031,2015,,,,,,Kings County,California
0500000US06033,2015,,,,,,Lake County,California
0500000US06037,2015,,,,,,Los Angeles County,California
0500000US06039,2015,,,,,,Madera County,California
0500000US06041,2015,,,,,,Marin County,California
0500000US06045,2015,,,,,,Mendocino County,California
0500000US06047,2015,,,,,,Merced County,California
0500000US06053,2015,,,,,,Monterey County,California
0500000US06055,2015,,,,,,Napa County,California
0500000US06057,2015,,,,,,Nevada County,California
0500000US06059,2015,,,,,,Orange County,California
0500000US06061,2015,,,,,,Placer County,California
0500000US06065,2015,,,,,,Riverside County,California
0500000US06067,2015,,,,,,Sacramento County,California
0500000US06071,2015,,,,,,San Bernardino County,California
0500000US06073,2015,,,,,,San Diego County,California
0500000US06075,2015,,,,,,San Francisco County,California
0500000US06077,2015,,,,,,San Joaquin County,California
0500000US06079,2015,,,,,,San Luis Obispo County,California
0500000US06081,2015,,,,,,San Mateo County,California
0500000US06083,2015,,,,,,Santa Barbara County,California
0500000US06085,2015,,,,,,Santa Clara County,California
0500000US06087,2015,,,,,,Santa Cruz County,California
0500000US06089,2015,,,,,,Shasta County,California
0500000US06095,2015,,,,,,Solano County,California
0500000US06097,2015,,,,,,Sonoma County,California
0500000US06099,2015,,,,,,Stanislaus County,California
0500000US06101,2015,,,,,,Sutter County,California
0500000US06107,2015,,,,,,Tulare County,California
0500000US06111,2015,,,,,,Ventura County,California
0500000US06113,2015,,,,,,Yolo County,California
0500000US06115,2015,,,,,,Yuba County,California
0500000US08001,2015,,,,,,Adams County,Colorado
0500000US08005,2015,,,,,,Arapahoe County,Colorado
0500000US08013,2015,,,,,,Boulder County,Colorado
0500000US08014,2015,,,,,,Broomfield County,Colorado
0500000US08031,2015,,,,,,Denver County,Colorado
0500000US08035,2015,,,,,,Douglas County,Colorado
0500000US08041,2015,,,,,,El Paso County,Colorado
0500000US08059,2015,,,,,,Jefferson County,Colorado
0500000US08069,2015,,,,,,Larimer County,Colorado
0500000US08077,2015,,,,,,Mesa County,Colorado
0500000US08101,2015,,,,,,Pueblo County,Colorado
0500000US08123,2015,,,,,,Weld County,Colorado
0500000US09001,2015,,,,,,Fairfield County,Connecticut
0500000US09003,2015,,,,,,Hartford County,Connecticut
0500000US09005,2015,,,,,,Litchfield County,Connecticut
0500000US09007,2015,,,,,,Middlesex County,Connecticut
0500000US09009,2015,,,,,,New Haven County,Connecticut
0500000US09011,2015,,,,,,New London County,Connecticut
0500000US09013,2015,,,,,,Tolland County,Connecticut
0500000US09015,2015,,,,,,Windham County,Connecticut
0500000US10001,2015,,,,,,Kent County,Delaware
0500000US10003,2015,,,,,,New Castle County,Delaware
0500000US10005,2015,,,,,,Sussex County,Delaware
0500000US11001,2015,,,,,,District of Columbia,District of Columbia
0500000US12001,2015,,,,,,Alachua County,Florida
0500000US12005,2015,,,,,,Bay County,Florida
0500000US12009,2015,,,,,,Brevard County,Florida
0500000US12011,2015,,,,,,Broward County,Florida
0500000US12015,2015,,,,,,Charlotte County,Florida
0500000US12017,2015,,,,,,Citrus County,Florida
0500000US12019,2015,,,,,,Clay County,Florida
0500000US12021,2015,,,,,,Collier County,Florida
0500000US12023,2015,,,,,,Columbia County,Florida
0500000US12031,2015,,,,,,Duval County,Florida
0500000US12033,2015,,,,,,Escambia County,Florida
0500000US12035,2015,,,,,,Flagler County,Florida
0500000US12053,2015,,,,,,Hernando County,Florida
0500000US12055,2015,,,,,,Highlands County,Florida
0500000US12057,2015,,,,,,Hillsborough County,Florida
0500000US12061,2015,,,,,,Indian River County,Florida
0500000US12069,2015,,,,,,Lake County,Florida
0500000US12071,2015,,,,,,Lee County,Florida
0500000US12073,2015,,,,,,Leon County,Florida
0500000US12081,2015,,,,,,Manatee County,Florida
0500000US12083,2015,,,,,,Marion County,Florida
0500000US12085,2015,,,,,,Martin County,Florida
0500000US12086,2015,,,,,,Miami-Dade County,Florida
0500000US12087,2015,,,,,,Monroe County,Florida
0500000US12089,2015,,,,,,Nassau County,Florida
0500000US12091,2015,,,,,,Okaloosa County,Florida
0500000US12095,2015,,,,,,Orange County,Florida
0500000US12097,2015,,,,,,Osceola County,Florida
0500000US12099,2015,,,,,,Palm Beach County,Florida
0500000US12101,2015,,,,,,Pasco County,Florida
0500000US12103,2015,,,,,,Pinellas County,Florida
0500000US12105,2015,,,,,,Polk County,Florida
0500000US12107,2015,,,,,,Putnam County,Florida
0500000US12109,2015,,,,,,St. Johns County,Florida
0500000US12111,2015,,,,,,St. Lucie County,Florida
0500000US12113,2015,,,,,,Santa Rosa County,Florida
0500000US12115,2015,,,,,,Sarasota County,Florida
0500000US12117,2015,,,,,,Seminole County,Florida
0500000US12119,2015,,,,,,Sumter County,Florida
0500000US12127,2015,,,,,,Volusia County,Florida
0500000US13013,2015,,,,,,Barrow County,Georgia
0500000US13015,2015,,,,,,Bartow County,Georgia
0500000US13021,2015,,,,,,Bibb County,Georgia
0500000US13031,2015,,,,,,Bulloch County,Georgia
0500000US13045,2015,,,,,,Carroll County,Georgia
0500000US13047,2015,,,,,,Catoosa County,Georgia
0500000US13051,2015,,,,,,Chatham County,Georgia
0500000US13057,2015,,,,,,Cherokee County,Georgia
0500000US13059,2015,,,,,,Clarke County,Georgia
0500000US13063,2015,,,,,,Clayton County,Georgia
0500000US13067,2015,,,,,,Cobb County,Georgia
0500000US13073,2015,,,,,,Columbia County,Georgia
0500000US13077,2015,,,,,,Coweta County,Georgia
0500000US13089,2015,,,,,,DeKalb County,Georgia
0500000US13095,2015,,,,,,Dougherty County,Georgia
0500000US13097,2015,,,,,,Douglas County,Georgia
0500000US13113,2015,,,,,,Fayette County,Georgia
0500000US13115,2015,,,,,,Floyd County,Georgia
0500000US13117,2015,,,,,,Forsyth County,Georgia
0500000US13121,2015,,,,,,Fulton County,Georgia
0500000US13127,2015,,,,,,Glynn County,Georgia
0500000US13135,2015,,,,,,Gwinnett County,Georgia
0500000US13139,2015,,,,,,Hall County,Georgia
0500000US13151,2015,,,,,,Henry County,Georgia
0500000US13153,2015,,,,,,Houston County,Georgia
0500000US13179,2015,,,,,,Liberty County,Georgia
0500000US13185,2015,,,,,,Lowndes County,Georgia
0500000US13215,2015,,,,,,Muscogee County,Georgia
0500000US13217,2015,,,,,,Newton County,Georgia
0500000US13223,2015,,,,,,Paulding County,Georgia
0500000US13245,2015,,,,,,Richmond County,Georgia
0500000US13247,2015,,,,,,Rockdale County,Georgia
0500000US13285,2015,,,,,,Troup County,Georgia
0500000US13295,2015,,,,,,Walker County,Georgia
0500000US13297,2015,,,,,,Walton County,Georgia
0500000US13313,2015,,,,,,Whitfield County,Georgia
0500000US15001,2015,,,,,,Hawaii County,Hawaii
0500000US15003,2015,,,,,,Honolulu County,Hawaii
0500000US15007,2015,,,,,,Kauai County,Hawaii
0500000US15009,2015,,,,,,Maui County,Hawaii
0500000US16001,2015,,,,,,Ada County,Idaho
0500000US16005,2015,,,,,,Bannock County,Idaho
0500000US16019,2015,,,,,,Bonneville County,Idaho
0500000US16027,2015,,,,,,Canyon County,Idaho
0500000US16055,2015,,,,,,Kootenai County,Idaho
0500000US16083,2015,,,,,,Twin Falls County,Idaho
0500000US17001,2015,,,,,,Adams County,Illinois
0500000US17019,2015,,,,,,Champaign County,Illinois
0500000US17031,2015,,,,,,Cook County,Illinois
0500000US17037,2015,,,,,,DeKalb County,Illinois
0500000US17043,2015,,,,,,DuPage County,Illinois
0500000US17089,2015,,,,,,Kane County,Illinois
0500000US17091,2015,,,,,,Kankakee County,Illinois
0500000US17093,2015,,,,,,Kendall County,Illinois
0500000US17097,2015,,,,,,Lake County,Illinois
0500000US17099,2015,,,,,,LaSalle County,Illinois
0500000US17111,2015,,,,,,McHenry County,Illinois
0500000US17113,2015,,,,,,McLean County,Illinois
0500000US17115,2015,,,,,,Macon County,Illinois
0500000US17119,2015,,,,,,Madison County,Illinois
0500000US17143,2015,,,,,,Peoria County,Illinois
0500000US17161,2015,,,,,,Rock Island County,Illinois
0500000US17163,2015,,,,,,St. Clair County,Illinois
0500000US17167,2015,,,,,,Sangamon County,Illinois
0500000US17179,2015,,,,,,Tazewell County,Illinois
0500000US17183,2015,,,,,,Vermilion County,Illinois
0500000US17197,2015,,,,,,Will County,Illinois
0500000US17199,2015,,,,,,Williamson County,Illinois
0500000US17201,2015,,,,,,Winnebago County,Illinois
0500000US18003,2015,,,,,,Allen County,Indiana
0500000US18005,2015,,,,,,Bartholomew County,Indiana
0500000US18019,2015,,,,,,Clark County,Indiana
0500000US18035,2015,,,,,,Delaware County,Indiana
0500000US18039,2015,,,,,,Elkhart County,Indiana
0500000US18043,2015,,,,,,Floyd County,Indiana
0500000US18053,2015,,,,,,Grant County,Indiana
0500000US18057,2015,,,,,,Hamilton County,Indiana
0500000US18059,2015,,,,,,Hancock County,Indiana
0500000US18063,2015,,,,,,Hendricks County,Indiana
0500000US18067,2015,,,,,,Howard County,Indiana
0500000US18081,2015,,,,,,Johnson County,Indiana
0500000US18085,2015,,,,,,Kosciusko County,Indiana
0500000US18089,2015,,,,,,Lake County,Indiana
0500000US18091,2015,,,,,,LaPorte County,Indiana
0500000US18095,2015,,,,,,Madison County,Indiana
0500000US18097,2015,,,,,,Marion County,Indiana
0500000US18105,2015,,,,,,Monroe County,Indiana
0500000US18109,2015,,,,,,Morgan County,Indiana
0500000US18127,2015,,,,,,Porter County,Indiana
0500000US18141,2015,,,,,,St. Joseph County,Indiana
0500000US18157,2015,,,,,,Tippecanoe County,Indiana
0500000US18163,2015,,,,,,Vanderburgh County,Indiana
0500000US18167,2015,,,,,,Vigo County,Indiana
0500000US18177,2015,,,,,,Wayne County,Indiana
0500000US19013,2015,,,,,,Black Hawk County,Iowa
0500000US19049,2015,,,,,,Dallas County,Iowa
0500000US19061,2015,,,,,,Dubuque County,Iowa
0500000US19103,2015,,,,,,Johnson County,Iowa
0500000US19113,2015,,,,,,Linn County,Iowa
0500000US19153,2015,,,,,,Polk County,Iowa
0500000US19155,2015,,,,,,Pottawattamie County,Iowa
0500000US19163,2015,,,,,,Scott County,Iowa
0500000US19169,2015,,,,,,Story County,Iowa
0500000US19193,2015,,,,,,Woodbury County,Iowa
0500000US20015,2015,,,,,,Butler County,Kansas
0500000US20045,2015,,,,,,Douglas County,Kansas
0500000US20091,2015,,,,,,Johnson County,Kansas
0500000US20103,2015,,,,,,Leavenworth County,Kansas
0500000US20161,2015,,,,,,Riley County,Kansas
0500000US20173,2015,,,,,,Sedgwick County,Kansas
0500000US20177,2015,,,,,,Shawnee County,Kansas
0500000US20209,2015,,,,,,Wyandotte County,Kansas
0500000US21015,2015,,,,,,Boone County,Kentucky
0500000US21029,2015,,,,,,Bullitt County,Kentucky
0500000US21037,2015,,,,,,Campbell County,Kentucky
0500000US21047,2015,,,,,,Christian County,Kentucky
0500000US21059,2015,,,,,,Daviess County,Kentucky
0500000US21067,2015,,,,,,Fayette County,Kentucky
0500000US21093,2015,,,,,,Hardin County,Kentucky
0500000US21111,2015,,,,,,Jefferson County,Kentucky
0500000US21117,2015,,,,,,Kenton County,Kentucky
0500000US21145,2015,,,,,,McCracken County,Kentucky
0500000US21151,2015,,,,,,Madison County,Kentucky
0500000US21195,2015,,,,,,Pike County,Kentucky
0500000US21227,2015,,,,,,Warren County,Kentucky
0500000US22005,2015,,,,,,Ascension Parish,Louisiana
0500000US22015,2015,,,,,,Bossier Parish,Louisiana
0500000US22017,2015,,,,,,Caddo Parish,Louisiana
0500000US22019,2015,,,,,,Calcasieu Parish,Louisiana
0500000US22033,2015,,,,,,East Baton Rouge Parish,Louisiana
0500000US22045,2015,,,,,,Iberia Parish,Louisiana
0500000US22051,2015,,,,,,Jefferson Parish,Louisiana
0500000US22055,2015,,,,,,Lafayette Parish,Louisiana
0500000US22057,2015,,,,,,Lafourche Parish,Louisiana
0500000US22063,2015,,,,,,Livingston Parish,Louisiana
0500000US22071,2015,,,,,,Orleans Parish,Louisiana
0500000US22073,2015,,,,,,Ouachita Parish,Louisiana
0500000US22079,2015,,,,,,Rapides Parish,Louisiana
0500000US22097,2015,,,,,,St. Landry Parish,Louisiana
0500000US22103,2015,,,,,,St. Tammany Parish,Louisiana
0500000US22105,2015,,,,,,Tangipahoa Parish,Louisiana
0500000US22109,2015,,,,,,Terrebonne Parish,Louisiana
0500000US23001,2015,,,,,,Androscoggin County,Maine
0500000US23003,2015,,,,,,Aroostook County,Maine
0500000US23005,2015,,,,,,Cumberland County,Maine
0500000US23011,2015,,,,,,Kennebec County,Maine
0500000US23019,2015,,,,,,Penobscot County,Maine
0500000US23031,2015,,,,,,York County,Maine
0500000US24001,2015,,,,,,Allegany County,Maryland
0500000US24003,2015,,,,,,Anne Arundel County,Maryland
0500000US24005,2015,,,,,,Baltimore County,Maryland
0500000US24009,2015,,,,,,Calvert County,Maryland
0500000US24013,2015,,,,,,Carroll County,Maryland
0500000US24015,2015,,,,,,Cecil County,Maryland
0500000US24017,2015,,,,,,Charles County,Maryland
0500000US24021,2015,,,,,,Frederick County,Maryland
0500000US24025,2015,,,,,,Harford County,Maryland
0500000US24027,2015,,,,,,Howard County,Maryland
0500000US24031,2015,,,,,,Montgomery County,Maryland
0500000US24033,2015,,,,,,Prince George's County,Maryland
0500000US24037,2015,,,,,,St. Mary's County,Maryland
0500000US24043,2015,,,,,,Washington County,Maryland
0500000US24045,2015,,,,,,Wicomico County,Maryland
0500000US24510,2015,,,,,,Baltimore city,Maryland
0500000US25001,2015,,,,,,Barnstable County,Massachusetts
0500000US25003,2015,,,,,,Berkshire County,Massachusetts
0500000US25005,2015,,,,,,Bristol County,Massachusetts
0500000US25009,2015,,,,,,Essex County,Massachusetts
0500000US25011,2015,,,,,,Franklin County,Massachusetts
0500000US25013,2015,,,,,,Hampden County,Massachusetts
0500000US25015,2015,,,,,,Hampshire County,Massachusetts
0500000US25017,2015,,,,,,Middlesex County,Massachusetts
0500000US25021,2015,,,,,,Norfolk County,Massachusetts
0500000US25023,2015,,,,,,Plymouth County,Massachusetts
0500000US25025,2015,,,,,,Suffolk County,Massachusetts
0500000US25027,2015,,,,,,Worcester County,Massachusetts
0500000US26005,2015,,,,,,Allegan County,Michigan
0500000US26017,2015,,,,,,Bay County,Michigan
0500000US26021,2015,,,,,,Berrien County,Michigan
0500000US26025,2015,,,,,,Calhoun County,Michigan
0500000US26037,2015,,,,,,Clinton County,Michigan
0500000US26045,2015,,,,,,Eaton County,Michigan
0500000US26049,2015,,,,,,Genesee County,Michigan
0500000US26055,2015,,,,,,Grand Traverse County,Michigan
0500000US26065,2015,,,,,,Ingham County,Michigan
0500000US26073,2015,,,,,,Isabella County,Michigan
0500000US26075,2015,,,,,,Jackson County,Michigan
0500000US26077,2015,,,,,,Kalamazoo County,Michigan
0500000US26081,2015,,,,,,Kent County,Michigan
0500000US26087,2015,,,,,,Lapeer County,Michigan
0500000US26091,2015,,,,,,Lenawee County,Michigan
0500000US26093,2015,,,,,,Livingston County,Michigan
0500000US26099,2015,,,,,,Macomb County,Michigan
0500000US26103,2015,,,,,,Marquette County,Michigan
0500000US26111,2015,,,,,,Midland County,Michigan
0500000US26115,2015,,,,,,Monroe County,Michigan
0500000US26121,2015,,,,,,Muskegon County,Michigan
0500000US26125,2015,,,,,,Oakland County,Michigan
0500000US26139,2015,,,,,,Ottawa County,Michigan
0500000US26145,2015,,,,,,Saginaw County,Michigan
0500000US26147,2015,,,,,,St. Clair County,Michigan
0500000US26155,2015,,,,,,Shiawassee County,Michigan
0500000US26159,2015,,,,,,Van Buren County,Michigan
0500000US26161,2015,,,,,,Washtenaw County,Michigan
0500000US26163,2015,,,,,,Wayne County,Michigan
0500000US27003,2015,,,,,,Anoka County,Minnesota
0500000US27013,2015,,,,,,Blue Earth County,Minnesota
0500000US27019,2015,,,,,,Carver County,Minnesota
0500000US27037,2015,,,,,,Dakota County,Minnesota
0500000US27053,2015,,,,,,Hennepin County,Minnesota
0500000US27109,2015,,,,,,Olmsted County,Minnesota
0500000US27123,2015,,,,,,Ramsey County,Minnesota
0500000US27131,2015,,,,,,Rice County,Minnesota
0500000US27137,2015,,,,,,St. Louis County,Minnesota
0500000US27139,2015,,,,,,Scott County,Minnesota
0500000US27141,2015,,,,,,Sherburne County,Minnesota
0500000US27145,2015,,,,,,Stearns County,Minnesota
0500000US27163,2015,,,,,,Washington County,Minnesota
0500000US27171,2015,,,,,,Wright County,Minnesota
0500000US28033,2015,,,,,,DeSoto County,Mississippi
0500000US28035,2015,,,,,,Forrest County,Mississippi
0500000US28047,2015,,,,,,Harrison County,Mississippi
0500000US28049,2015,,,,,,Hinds County,Mississippi
0500000US28059,2015,,,,,,Jackson County,Mississippi
0500000US28067,2015,,,,,,Jones County,Mississippi
0500000US28075,2015,,,,,,Lauderdale County,Mississippi
0500000US28081,2015,,,,,,Lee County,Mississippi
0500000US28089,2015,,,,,,Madison County,Mississippi
0500000US28121,2015,,,,,,Rankin County,Mississippi
0500000US29019,2015,,,,,,Boone County,Missouri
0500000US29021,2015,,,,,,Buchanan County,Missouri
0500000US29031,2015,,,,,,Cape Girardeau County,Missouri
0500000US29037,2015,,,,,,Cass County,Missouri
0500000US29043,2015,,,,,,Christian County,Missouri
0500000US29047,2015,,,,,,Clay County,Missouri
0500000US29051,2015,,,,,,Cole County,Missouri
0500000US29071,2015,,,,,,Franklin County,Missouri
0500000US29077,2015,,,,,,Greene County,Missouri
0500000US29095,2015,,,,,,Jackson County,Missouri
0500000US29097,2015,,,,,,Jasper County,Missouri
0500000US29099,2015,,,,,,Jefferson County,Missouri
0500000US29165,2015,,,,,,Platte County,Missouri
0500000US29183,2015,,,,,,St. Charles County,Missouri
0500000US29187,2015,,,,,,St. Francois County,Missouri
0500000US29189,2015,,,,,,St. Louis County,Missouri
0500000US29510,2015,,,,,,St. Louis city,Missouri
0500000US30013,2015,,,,,,Cascade County,Montana
0500000US30029,2015,,,,,,Flathead County,Montana
0500000US30031,2015,,,,,,Gallatin County,Montana
0500000US30049,2015,,,,,,Lewis and Clark County,Montana
0500000US30063,2015,,,,,,Missoula County,Montana
0500000US30111,2015,,,,,,Yellowstone County,Montana
0500000US31055,2015,,,,,,Douglas County,Nebraska
0500000US31109,2015,,,,,,Lancaster County,Nebraska
0500000US31153,2015,,,,,,Sarpy County,Nebraska
0500000US32003,2015,,,,,,Clark County,Nevada
0500000US32031,2015,,,,,,Washoe County,Nevada
0500000US33005,2015,,,,,,Cheshire County,New Hampshire
0500000US33009,2015,,,,,,Grafton County,New Hampshire
0500000US33011,2015,,,,,,Hillsborough County,New Hampshire
0500000US33013,2015,,,,,,Merrimack County,New Hampshire
0500000US33015,2015,,,,,,Rockingham County,New Hampshire
0500000US33017,2015,,,,,,Strafford County,New Hampshire
0500000US34001,2015,,,,,,Atlantic County,New Jersey
0500000US34003,2015,,,,,,Bergen County,New Jersey
0500000US34005,2015,,,,,,Burlington County,New Jersey
0500000US34007,2015,,,,,,Camden County,New Jersey
0500000US34009,2015,,,,,,Cape May County,New Jersey
0500000US34011,2015,,,,,,Cumberland County,New Jersey
0500000US34013,2015,,,,,,Essex County,New Jersey
0500000US34015,2015,,,,,,Gloucester County,New Jersey
0500000US34017,2015,,,,,,Hudson County,New Jersey
0500000US34019,2015,,,,,,Hunterdon County,New Jersey
0500000US34021,2015,,,,,,Mercer County,New Jersey
0500000US34023,2015,,,,,,Middlesex County,New Jersey
0500000US34025,2015,,,,,,Monmouth County,New Jersey
0500000US34027,2015,,,,,,Morris County,New Jersey
0500000US34029,2015,,,,,,Ocean County,New Jersey
0500000US34031,2015,,,,,,Passaic County,New Jersey
0500000US34033,2015,,,,,,Salem County,New Jersey
0500000US34035,2015,,,,,,Somerset County,New Jersey
0500000US34037,2015,,,,,,Sussex County,New Jersey
0500000US34039,2015,,,,,,Union County,New Jersey
0500000US34041,2015,,,,,,Warren County,New Jersey
0500000US35001,2015,,,,,,Bernalillo County,New Mexico
0500000US35005,2015,,,,,,Chaves County,New Mexico
0500000US35013,2015,,,,,,Doña Ana County,New Mexico
0500000US35025,2015,,,,,,Lea County,New Mexico
0500000US35031,2015,,,,,,McKinley County,New Mexico
0500000US35035,2015,,,,,,Otero County,New Mexico
0500000US35043,2015,,,,,,Sandoval County,New Mexico
0500000US35045,2015,,,,,,San Juan County,New Mexico
0500000US35049,2015,,,,,,Santa Fe County,New Mexico
0500000US35061,2015,,,,,,Valencia County,New Mexico
0500000US36001,2015,,,,,,Albany County,New York
0500000US36005,2015,,,,,,Bronx County,New York
0500000US36007,2015,,,,,,Broome County,New York
0500000US36009,2015,,,,,,Cattaraugus County,New York
0500000US36011,2015,,,,,,Cayuga County,New York
0500000US36013,2015,,,,,,Chautauqua County,New York
0500000US36015,2015,,,,,,Chemung County,New York
0500000US36019,2015,,,,,,Clinton County,New York
0500000US36027,2015,,,,,,Dutchess County,New York
0500000US36029,2015,,,,,,Erie County,New York
0500000US36045,2015,,,,,,Jefferson County,New York
0500000US36047,2015,,,,,,Kings County,New York
0500000US36051,2015,,,,,,Livingston County,New York
0500000US36053,2015,,,,,,Madison County,New York
0500000US36055,2015,,,,,,Monroe County,New York
0500000US36059,2015,,,,,,Nassau County,New York
0500000US36061,2015,,,,,,New York County,New York
0500000US36063,2015,,,,,,Niagara County,New York
0500000US36065,2015,,,,,,Oneida County,New York
0500000US36067,2015,,,,,,Onondaga County,New York
0500000US36069,2015,,,,,,Ontario County,New York
0500000US36071,2015,,,,,,Orange County,New York
0500000US36075,2015,,,,,,Oswego County,New York
0500000US36079,2015,,,,,,Putnam County,New York
0500000US36081,2015,,,,,,Queens County,New York
0500000US36083,2015,,,,,,Rensselaer County,New York
0500000US36085,2015,,,,,,Richmond County,New York
0500000US36087,2015,,,,,,Rockland County,New York
0500000US36089,2015,,,,,,St. Lawrence County,New York
0500000US36091,2015,,,,,,Saratoga County,New York
0500000US36093,2015,,,,,,Schenectady County,New York
0500000US36101,2015,,,,,,Steuben County,New York
0500000US36103,2015,,,,,,Suffolk County,New York
0500000US36105,2015,,,,,,Sullivan County,New York
0500000US36109,2015,,,,,,Tompkins County,New York
0500000US36111,2015,,,,,,Ulster County,New York
0500000US36113,2015,,,,,,Warren County,New York
0500000US36117,2015,,,,,,Wayne County,New York
0500000US36119,2015,,,,,,Westchester County,New York
0500000US37001,2015,,,,,,Alamance County,North Carolina
0500000US37019,2015,,,,,,Brunswick County,North Carolina
0500000US37021,2015,,,,,,Buncombe County,North Carolina
0500000US37023,2015,,,,,,Burke County,North Carolina
0500000US37025,2015,,,,,,Cabarrus County,North Carolina
0500000US37027,2015,,,,,,Caldwell County,North Carolina
0500000US37031,2015,,,,,,Carteret County,North Carolina
0500000US37035,2015,,,,,,Catawba County,North Carolina
0500000US37037,2015,,,,,,Chatham County,North Carolina
0500000US37045,2015,,,,,,Cleveland County,North Carolina
0500000US37049,2015,,,,,,Craven County,North Carolina
0500000US37051,2015,,,,,,Cumberland County,North Carolina
0500000US37057,2015,,,,,,Davidson County,North Carolina
0500000US37063,2015,,,,,,Durham County,North Carolina
0500000US37067,2015,,,,,,Forsyth County,North Carolina
0500000US37071,2015,,,,,,Gaston County,North Carolina
0500000US37081,2015,,,,,,Guilford County,North Carolina
0500000US37085,2015,,,,,,Harnett County,North Carolina
0500000US37089,2015,,,,,,Henderson County,North Carolina
0500000US37097,2015,,,,,,Iredell County,North Carolina
0500000US37101,2015,,,,,,Johnston County,North Carolina
0500000US37109,2015,,,,,,Lincoln County,North Carolina
0500000US37119,2015,,,,,,Mecklenburg County,North Carolina
0500000US37125,2015,,,,,,Moore County,North Carolina
0500000US37127,2015,,,,,,Nash County,North Carolina
0500000US37129,2015,,,,,,New Hanover County,North Carolina
0500000US37133,2015,,,,,,Onslow County,North Carolina
0500000US37135,2015,,,,,,Orange County,North Carolina
0500000US37147,2015,,,,,,Pitt County,North Carolina
0500000US37151,2015,,,,,,Randolph County,North Carolina
0500000US37155,2015,,,,,,Robeson County,North Carolina
0500000US37157,2015,,,,,,Rockingham County,North Carolina
0500000US37159,2015,,,,,,Rowan County,North Carolina
0500000US37161,2015,,,,,,Rutherford County,North Carolina
0500000US37171,2015,,,,,,Surry County,North Carolina
0500000US37179,2015,,,,,,Union County,North Carolina
0500000US37183,2015,,,,,,Wake County,North Carolina
0500000US37191,2015,,,,,,Wayne County,North Carolina
0500000US37193,2015,,,,,,Wilkes County,North Carolina
0500000US37195,2015,,,,,,Wilson County,North Carolina
0500000US38015,2015,,,,,,Burleigh County,North Dakota
0500000US38017,2015,,,,,,Cass County,North Dakota
0500000US38035,2015,,,,,,Grand Forks County,North Dakota
0500000US38101,2015,,,,,,Ward County,North Dakota
0500000US39003,2015,,,,,,Allen County,Ohio
0500000US39007,2015,,,,,,Ashtabula County,Ohio
0500000US39009,2015,,,,,,Athens County,Ohio
0500000US39013,2015,,,,,,Belmont County,Ohio
