Geography,Public Transport,Year,RegionName,State
0500000US01003,,2018,Baldwin County,Alabama
0500000US01015,,2018,Calhoun County,Alabama
0500000US01043,,2018,Cullman County,Alabama
0500000US01049,,2018,DeKalb County,Alabama
0500000US01051,,2018,Elmore County,Alabama
0500000US01055,,2018,Etowah County,Alabama
0500000US01069,,2018,Houston County,Alabama
0500000US01073,2587.0,2018,Jefferson County,Alabama
0500000US01077,,2018,Lauderdale County,Alabama
0500000US01081,,2018,Lee County,Alabama
0500000US01083,,2018,Limestone County,Alabama
0500000US01089,,2018,Madison County,Alabama
0500000US01095,,2018,Marshall County,Alabama
0500000US01097,481.0,2018,Mobile County,Alabama
0500000US01101,,2018,Montgomery County,Alabama
0500000US01103,,2018,Morgan County,Alabama
0500000US01115,,2018,St. Clair County,Alabama
0500000US01117,,2018,Shelby County,Alabama
0500000US01121,,2018,Talladega County,Alabama
0500000US01125,,2018,Tuscaloosa County,Alabama
0500000US01127,,2018,Walker County,Alabama
0500000US02020,1928.0,2018,Anchorage Municipality,Alaska
0500000US02090,708.0,2018,Fairbanks North Star Borough,Alaska
0500000US02170,491.0,2018,Matanuska-Susitna Borough,Alaska
0500000US04001,,2018,Apache County,Arizona
0500000US04003,,2018,Cochise County,Arizona
0500000US04005,1547.0,2018,Coconino County,Arizona
0500000US04013,40317.0,2018,Maricopa County,Arizona
0500000US04015,407.0,2018,Mohave County,Arizona
0500000US04017,,2018,Navajo County,Arizona
0500000US04019,9647.0,2018,Pima County,Arizona
0500000US04021,313.0,2018,Pinal County,Arizona
0500000US04025,,2018,Yavapai County,Arizona
0500000US04027,575.0,2018,Yuma County,Arizona
0500000US05007,188.0,2018,Benton County,Arkansas
0500000US05031,,2018,Craighead County,Arkansas
0500000US05045,,2018,Faulkner County,Arkansas
0500000US05051,,2018,Garland County,Arkansas
0500000US05069,,2018,Jefferson County,Arkansas
0500000US05085,,2018,Lonoke County,Arkansas
0500000US05119,1234.0,2018,Pulaski County,Arkansas
0500000US05125,,2018,Saline County,Arkansas
0500000US05131,,2018,Sebastian County,Arkansas
0500000US05143,899.0,2018,Washington County,Arkansas
0500000US05145,,2018,White County,Arkansas
0500000US06001,125492.0,2018,Alameda County,California
0500000US06007,1228.0,2018,Butte County,California
0500000US06013,63005.0,2018,Contra Costa County,California
0500000US06017,1631.0,2018,El Dorado County,California
0500000US06019,4246.0,2018,Fresno County,California
0500000US06023,,2018,Humboldt County,California
0500000US06025,,2018,Imperial County,California
0500000US06029,2949.0,2018,Kern County,California
0500000US06031,253.0,2018,Kings County,California
0500000US06033,,2018,Lake County,California
0500000US06037,277248.0,2018,Los Angeles County,California
0500000US06039,,2018,Madera County,California
0500000US06041,11031.0,2018,Marin County,California
0500000US06045,,2018,Mendocino County,California
0500000US06047,681.0,2018,Merced County,California
0500000US06053,2596.0,2018,Monterey County,California
0500000US06055,1435.0,2018,Napa County,California
0500000US06057,,2018,Nevada County,California
0500000US06059,32483.0,2018,Orange County,California
0500000US06061,1962.0,2018,Placer County,California
0500000US06065,12179.0,2018,Riverside County,California
0500000US06067,16165.0,2018,Sacramento County,California
0500000US06071,12534.0,2018,San Bernardino County,California
0500000US06073,43630.0,2018,San Diego County,California
0500000US06075,175897.0,2018,San Francisco County,California
0500000US06077,5020.0,2018,San Joaquin County,California
0500000US06079,864.0,2018,San Luis Obispo County,California
0500000US06081,43049.0,2018,San Mateo County,California
0500000US06083,5029.0,2018,Santa Barbara County,California
0500000US06085,40195.0,2018,Santa Clara County,California
0500000US06087,3361.0,2018,Santa Cruz County,California
0500000US06089,535.0,2018,Shasta County,California
0500000US06095,7116.0,2018,Solano County,California
0500000US06097,5287.0,2018,Sonoma County,California
0500000US06099,2210.0,2018,Stanislaus County,California
0500000US06101,,2018,Sutter County,California
0500000US06107,1951.0,2018,Tulare County,California
0500000US06111,4387.0,2018,Ventura County,California
0500000US06113,4371.0,2018,Yolo County,California
0500000US06115,,2018,Yuba County,California
0500000US08001,9124.0,2018,Adams County,Colorado
0500000US08005,12829.0,2018,Arapahoe County,Colorado
0500000US08013,8696.0,2018,Boulder County,Colorado
0500000US08014,,2018,Broomfield County,Colorado
0500000US08031,24128.0,2018,Denver County,Colorado
0500000US08035,3574.0,2018,Douglas County,Colorado
0500000US08041,2189.0,2018,El Paso County,Colorado
0500000US08059,9320.0,2018,Jefferson County,Colorado
0500000US08069,2067.0,2018,Larimer County,Colorado
0500000US08077,263.0,2018,Mesa County,Colorado
0500000US08101,,2018,Pueblo County,Colorado
0500000US08123,786.0,2018,Weld County,Colorado
0500000US09001,44809.0,2018,Fairfield County,Connecticut
0500000US09003,14497.0,2018,Hartford County,Connecticut
0500000US09005,,2018,Litchfield County,Connecticut
0500000US09007,,2018,Middlesex County,Connecticut
0500000US09009,15721.0,2018,New Haven County,Connecticut
0500000US09011,1886.0,2018,New London County,Connecticut
0500000US09013,,2018,Tolland County,Connecticut
0500000US09015,275.0,2018,Windham County,Connecticut
0500000US10001,655.0,2018,Kent County,Delaware
0500000US10003,8973.0,2018,New Castle County,Delaware
0500000US10005,128.0,2018,Sussex County,Delaware
0500000US11001,130216.0,2018,District of Columbia,District of Columbia
0500000US12001,3713.0,2018,Alachua County,Florida
0500000US12005,544.0,2018,Bay County,Florida
0500000US12009,1687.0,2018,Brevard County,Florida
0500000US12011,22669.0,2018,Broward County,Florida
0500000US12015,,2018,Charlotte County,Florida
0500000US12017,,2018,Citrus County,Florida
0500000US12019,,2018,Clay County,Florida
0500000US12021,1051.0,2018,Collier County,Florida
0500000US12023,,2018,Columbia County,Florida
0500000US12031,6344.0,2018,Duval County,Florida
0500000US12033,1242.0,2018,Escambia County,Florida
0500000US12035,,2018,Flagler County,Florida
0500000US12053,,2018,Hernando County,Florida
0500000US12055,,2018,Highlands County,Florida
0500000US12057,9839.0,2018,Hillsborough County,Florida
0500000US12061,,2018,Indian River County,Florida
0500000US12069,,2018,Lake County,Florida
0500000US12071,1243.0,2018,Lee County,Florida
0500000US12073,3504.0,2018,Leon County,Florida
0500000US12081,706.0,2018,Manatee County,Florida
0500000US12083,,2018,Marion County,Florida
0500000US12085,,2018,Martin County,Florida
0500000US12086,61974.0,2018,Miami-Dade County,Florida
0500000US12087,219.0,2018,Monroe County,Florida
0500000US12089,,2018,Nassau County,Florida
0500000US12091,749.0,2018,Okaloosa County,Florida
0500000US12095,11553.0,2018,Orange County,Florida
0500000US12097,,2018,Osceola County,Florida
0500000US12099,9163.0,2018,Palm Beach County,Florida
0500000US12101,1278.0,2018,Pasco County,Florida
0500000US12103,7362.0,2018,Pinellas County,Florida
0500000US12105,945.0,2018,Polk County,Florida
0500000US12107,,2018,Putnam County,Florida
0500000US12109,,2018,St. Johns County,Florida
0500000US12111,478.0,2018,St. Lucie County,Florida
0500000US12113,,2018,Santa Rosa County,Florida
0500000US12115,1135.0,2018,Sarasota County,Florida
0500000US12117,1764.0,2018,Seminole County,Florida
0500000US12119,,2018,Sumter County,Florida
0500000US12127,1598.0,2018,Volusia County,Florida
0500000US12131,,2018,Walton County,Florida
0500000US13013,,2018,Barrow County,Georgia
0500000US13015,,2018,Bartow County,Georgia
0500000US13021,,2018,Bibb County,Georgia
0500000US13031,,2018,Bulloch County,Georgia
0500000US13045,,2018,Carroll County,Georgia
0500000US13047,,2018,Catoosa County,Georgia
0500000US13051,2234.0,2018,Chatham County,Georgia
0500000US13057,,2018,Cherokee County,Georgia
0500000US13059,2253.0,2018,Clarke County,Georgia
0500000US13063,5295.0,2018,Clayton County,Georgia
0500000US13067,4548.0,2018,Cobb County,Georgia
0500000US13073,,2018,Columbia County,Georgia
0500000US13077,,2018,Coweta County,Georgia
0500000US13089,29413.0,2018,DeKalb County,Georgia
0500000US13095,,2018,Dougherty County,Georgia
0500000US13097,,2018,Douglas County,Georgia
0500000US13113,,2018,Fayette County,Georgia
0500000US13115,,2018,Floyd County,Georgia
0500000US13117,1111.0,2018,Forsyth County,Georgia
0500000US13121,39705.0,2018,Fulton County,Georgia
0500000US13127,,2018,Glynn County,Georgia
0500000US13135,3706.0,2018,Gwinnett County,Georgia
0500000US13139,357.0,2018,Hall County,Georgia
0500000US13151,,2018,Henry County,Georgia
0500000US13153,,2018,Houston County,Georgia
0500000US13157,,2018,Jackson County,Georgia
0500000US13185,,2018,Lowndes County,Georgia
0500000US13215,942.0,2018,Muscogee County,Georgia
0500000US13217,,2018,Newton County,Georgia
0500000US13223,,2018,Paulding County,Georgia
0500000US13245,,2018,Richmond County,Georgia
0500000US13247,,2018,Rockdale County,Georgia
0500000US13255,,2018,Spalding County,Georgia
0500000US13285,,2018,Troup County,Georgia
0500000US13295,,2018,Walker County,Georgia
0500000US13297,,2018,Walton County,Georgia
0500000US13313,,2018,Whitfield County,Georgia
0500000US15001,1054.0,2018,Hawaii County,Hawaii
0500000US15003,36221.0,2018,Honolulu County,Hawaii
0500000US15007,,2018,Kauai County,Hawaii
0500000US15009,2783.0,2018,Maui County,Hawaii
0500000US16001,829.0,2018,Ada County,Idaho
0500000US16005,,2018,Bannock County,Idaho
0500000US16019,1718.0,2018,Bonneville County,Idaho
0500000US16027,,2018,Canyon County,Idaho
0500000US16055,,2018,Kootenai County,Idaho
0500000US16083,,2018,Twin Falls County,Idaho
0500000US17001,,2018,Adams County,Illinois
0500000US17019,,2018,Champaign County,Illinois
0500000US17031,483483.0,2018,Cook County,Illinois
0500000US17037,,2018,DeKalb County,Illinois
0500000US17043,33688.0,2018,DuPage County,Illinois
0500000US17089,6423.0,2018,Kane County,Illinois
0500000US17091,,2018,Kankakee County,Illinois
0500000US17093,,2018,Kendall County,Illinois
0500000US17097,17729.0,2018,Lake County,Illinois
0500000US17099,,2018,LaSalle County,Illinois
0500000US17111,4036.0,2018,McHenry County,Illinois
0500000US17113,693.0,2018,McLean County,Illinois
0500000US17115,,2018,Macon County,Illinois
0500000US17119,1476.0,2018,Madison County,Illinois
0500000US17143,,2018,Peoria County,Illinois
0500000US17161,,2018,Rock Island County,Illinois
0500000US17163,2424.0,2018,St. Clair County,Illinois
0500000US17167,,2018,Sangamon County,Illinois
0500000US17179,,2018,Tazewell County,Illinois
0500000US17183,,2018,Vermilion County,Illinois
0500000US17197,15076.0,2018,Will County,Illinois
0500000US17199,,2018,Williamson County,Illinois
0500000US17201,1397.0,2018,Winnebago County,Illinois
0500000US18003,915.0,2018,Allen County,Indiana
0500000US18005,,2018,Bartholomew County,Indiana
0500000US18011,,2018,Boone County,Indiana
0500000US18019,,2018,Clark County,Indiana
0500000US18035,993.0,2018,Delaware County,Indiana
0500000US18039,141.0,2018,Elkhart County,Indiana
0500000US18043,,2018,Floyd County,Indiana
0500000US18053,,2018,Grant County,Indiana
0500000US18057,,2018,Hamilton County,Indiana
0500000US18059,,2018,Hancock County,Indiana
0500000US18063,,2018,Hendricks County,Indiana
0500000US18067,,2018,Howard County,Indiana
0500000US18081,,2018,Johnson County,Indiana
0500000US18085,,2018,Kosciusko County,Indiana
0500000US18089,6537.0,2018,Lake County,Indiana
0500000US18091,,2018,LaPorte County,Indiana
0500000US18095,,2018,Madison County,Indiana
0500000US18097,8139.0,2018,Marion County,Indiana
0500000US18105,,2018,Monroe County,Indiana
0500000US18109,,2018,Morgan County,Indiana
0500000US18127,,2018,Porter County,Indiana
0500000US18141,1167.0,2018,St. Joseph County,Indiana
0500000US18157,,2018,Tippecanoe County,Indiana
0500000US18163,,2018,Vanderburgh County,Indiana
0500000US18167,,2018,Vigo County,Indiana
0500000US18177,,2018,Wayne County,Indiana
0500000US19013,216.0,2018,Black Hawk County,Iowa
0500000US19049,,2018,Dallas County,Iowa
0500000US19061,,2018,Dubuque County,Iowa
0500000US19103,4074.0,2018,Johnson County,Iowa
0500000US19113,382.0,2018,Linn County,Iowa
0500000US19153,3723.0,2018,Polk County,Iowa
0500000US19155,,2018,Pottawattamie County,Iowa
0500000US19163,,2018,Scott County,Iowa
0500000US19169,3916.0,2018,Story County,Iowa
0500000US19193,,2018,Woodbury County,Iowa
0500000US20015,,2018,Butler County,Kansas
0500000US20045,2026.0,2018,Douglas County,Kansas
0500000US20091,1247.0,2018,Johnson County,Kansas
0500000US20103,,2018,Leavenworth County,Kansas
0500000US20161,,2018,Riley County,Kansas
0500000US20173,1144.0,2018,Sedgwick County,Kansas
0500000US20177,,2018,Shawnee County,Kansas
0500000US20209,569.0,2018,Wyandotte County,Kansas
0500000US21015,,2018,Boone County,Kentucky
0500000US21029,,2018,Bullitt County,Kentucky
0500000US21037,,2018,Campbell County,Kentucky
0500000US21047,,2018,Christian County,Kentucky
0500000US21059,,2018,Daviess County,Kentucky
0500000US21067,3378.0,2018,Fayette County,Kentucky
0500000US21093,,2018,Hardin County,Kentucky
0500000US21111,10258.0,2018,Jefferson County,Kentucky
0500000US21117,2144.0,2018,Kenton County,Kentucky
0500000US21145,,2018,McCracken County,Kentucky
0500000US21151,,2018,Madison County,Kentucky
0500000US21185,,2018,Oldham County,Kentucky
0500000US21227,,2018,Warren County,Kentucky
0500000US22005,,2018,Ascension Parish,Louisiana
0500000US22015,,2018,Bossier Parish,Louisiana
0500000US22017,1207.0,2018,Caddo Parish,Louisiana
0500000US22019,,2018,Calcasieu Parish,Louisiana
0500000US22033,3253.0,2018,East Baton Rouge Parish,Louisiana
0500000US22045,,2018,Iberia Parish,Louisiana
0500000US22051,1961.0,2018,Jefferson Parish,Louisiana
0500000US22055,470.0,2018,Lafayette Parish,Louisiana
0500000US22057,,2018,Lafourche Parish,Louisiana
0500000US22063,,2018,Livingston Parish,Louisiana
0500000US22071,11871.0,2018,Orleans Parish,Louisiana
0500000US22073,,2018,Ouachita Parish,Louisiana
0500000US22079,,2018,Rapides Parish,Louisiana
0500000US22097,,2018,St. Landry Parish,Louisiana
0500000US22103,154.0,2018,St. Tammany Parish,Louisiana
0500000US22105,,2018,Tangipahoa Parish,Louisiana
0500000US22109,,2018,Terrebonne Parish,Louisiana
0500000US23001,,2018,Androscoggin County,Maine
0500000US23003,,2018,Aroostook County,Maine
0500000US23005,2175.0,2018,Cumberland County,Maine
0500000US23011,,2018,Kennebec County,Maine
0500000US23019,119.0,2018,Penobscot County,Maine
0500000US23031,835.0,2018,York County,Maine
0500000US24001,,2018,Allegany County,Maryland
0500000US24003,13031.0,2018,Anne Arundel County,Maryland
0500000US24005,17616.0,2018,Baltimore County,Maryland
0500000US24009,1898.0,2018,Calvert County,Maryland
0500000US24013,820.0,2018,Carroll County,Maryland
0500000US24015,,2018,Cecil County,Maryland
0500000US24017,4104.0,2018,Charles County,Maryland
0500000US24021,2217.0,2018,Frederick County,Maryland
0500000US24025,1027.0,2018,Harford County,Maryland
0500000US24027,6087.0,2018,Howard County,Maryland
0500000US24031,75431.0,2018,Montgomery County,Maryland
0500000US24033,69452.0,2018,Prince George's County,Maryland
0500000US24037,,2018,St. Mary's County,Maryland
0500000US24043,,2018,Washington County,Maryland
0500000US24045,,2018,Wicomico County,Maryland
0500000US24510,45428.0,2018,Baltimore city,Maryland
0500000US25001,1278.0,2018,Barnstable County,Massachusetts
0500000US25003,,2018,Berkshire County,Massachusetts
0500000US25005,7169.0,2018,Bristol County,Massachusetts
0500000US25009,22980.0,2018,Essex County,Massachusetts
0500000US25011,,2018,Franklin County,Massachusetts
0500000US25013,4292.0,2018,Hampden County,Massachusetts
0500000US25015,,2018,Hampshire County,Massachusetts
0500000US25017,110127.0,2018,Middlesex County,Massachusetts
0500000US25021,53433.0,2018,Norfolk County,Massachusetts
0500000US25023,16649.0,2018,Plymouth County,Massachusetts
0500000US25025,137005.0,2018,Suffolk County,Massachusetts
0500000US25027,7823.0,2018,Worcester County,Massachusetts
0500000US26005,,2018,Allegan County,Michigan
0500000US26017,,2018,Bay County,Michigan
0500000US26021,545.0,2018,Berrien County,Michigan
0500000US26025,,2018,Calhoun County,Michigan
0500000US26037,,2018,Clinton County,Michigan
0500000US26045,,2018,Eaton County,Michigan
0500000US26049,4280.0,2018,Genesee County,Michigan
0500000US26055,,2018,Grand Traverse County,Michigan
0500000US26065,4846.0,2018,Ingham County,Michigan
0500000US26073,,2018,Isabella County,Michigan
0500000US26075,,2018,Jackson County,Michigan
0500000US26077,2556.0,2018,Kalamazoo County,Michigan
0500000US26081,5594.0,2018,Kent County,Michigan
0500000US26087,,2018,Lapeer County,Michigan
0500000US26091,,2018,Lenawee County,Michigan
0500000US26093,289.0,2018,Livingston County,Michigan
0500000US26099,4321.0,2018,Macomb County,Michigan
0500000US26103,,2018,Marquette County,Michigan
0500000US26111,,2018,Midland County,Michigan
0500000US26115,,2018,Monroe County,Michigan
0500000US26121,,2018,Muskegon County,Michigan
0500000US26125,2162.0,2018,Oakland County,Michigan
0500000US26139,1685.0,2018,Ottawa County,Michigan
0500000US26145,286.0,2018,Saginaw County,Michigan
0500000US26147,,2018,St. Clair County,Michigan
0500000US26155,,2018,Shiawassee County,Michigan
0500000US26159,,2018,Van Buren County,Michigan
0500000US26161,10271.0,2018,Washtenaw County,Michigan
0500000US26163,18783.0,2018,Wayne County,Michigan
0500000US27003,4899.0,2018,Anoka County,Minnesota
0500000US27013,,2018,Blue Earth County,Minnesota
0500000US27019,,2018,Carver County,Minnesota
0500000US27037,8231.0,2018,Dakota County,Minnesota
0500000US27053,48871.0,2018,Hennepin County,Minnesota
0500000US27109,4672.0,2018,Olmsted County,Minnesota
0500000US27123,17509.0,2018,Ramsey County,Minnesota
0500000US27131,,2018,Rice County,Minnesota
0500000US27137,2474.0,2018,St. Louis County,Minnesota
0500000US27139,,2018,Scott County,Minnesota
0500000US27141,,2018,Sherburne County,Minnesota
0500000US27145,1422.0,2018,Stearns County,Minnesota
0500000US27163,3149.0,2018,Washington County,Minnesota
0500000US27171,381.0,2018,Wright County,Minnesota
0500000US28033,,2018,DeSoto County,Mississippi
0500000US28035,,2018,Forrest County,Mississippi
0500000US28047,,2018,Harrison County,Mississippi
0500000US28049,445.0,2018,Hinds County,Mississippi
0500000US28059,,2018,Jackson County,Mississippi
0500000US28067,,2018,Jones County,Mississippi
0500000US28075,,2018,Lauderdale County,Mississippi
0500000US28081,,2018,Lee County,Mississippi
0500000US28089,,2018,Madison County,Mississippi
0500000US28121,,2018,Rankin County,Mississippi
0500000US29019,,2018,Boone County,Missouri
0500000US29021,,2018,Buchanan County,Missouri
0500000US29031,,2018,Cape Girardeau County,Missouri
0500000US29037,,2018,Cass County,Missouri
0500000US29043,,2018,Christian County,Missouri
0500000US29047,1015.0,2018,Clay County,Missouri
0500000US29051,,2018,Cole County,Missouri
0500000US29071,,2018,Franklin County,Missouri
0500000US29077,657.0,2018,Greene County,Missouri
0500000US29095,6815.0,2018,Jackson County,Missouri
0500000US29097,,2018,Jasper County,Missouri
0500000US29099,,2018,Jefferson County,Missouri
0500000US29165,,2018,Platte County,Missouri
0500000US29183,209.0,2018,St. Charles County,Missouri
0500000US29187,,2018,St. Francois County,Missouri
0500000US29189,7853.0,2018,St. Louis County,Missouri
0500000US29510,15733.0,2018,St. Louis city,Missouri
0500000US30013,,2018,Cascade County,Montana
0500000US30029,,2018,Flathead County,Montana
0500000US30031,636.0,2018,Gallatin County,Montana
0500000US30049,,2018,Lewis and Clark County,Montana
0500000US30063,928.0,2018,Missoula County,Montana
0500000US30111,653.0,2018,Yellowstone County,Montana
0500000US31055,2756.0,2018,Douglas County,Nebraska
0500000US31109,1883.0,2018,Lancaster County,Nebraska
0500000US31153,272.0,2018,Sarpy County,Nebraska
0500000US32003,34080.0,2018,Clark County,Nevada
0500000US32031,3987.0,2018,Washoe County,Nevada
0500000US33005,,2018,Cheshire County,New Hampshire
0500000US33009,443.0,2018,Grafton County,New Hampshire
0500000US33011,3061.0,2018,Hillsborough County,New Hampshire
0500000US33013,,2018,Merrimack County,New Hampshire
0500000US33015,1690.0,2018,Rockingham County,New Hampshire
0500000US33017,,2018,Strafford County,New Hampshire
0500000US34001,5999.0,2018,Atlantic County,New Jersey
0500000US34003,71665.0,2018,Bergen County,New Jersey
0500000US34005,8044.0,2018,Burlington County,New Jersey
0500000US34007,19004.0,2018,Camden County,New Jersey
0500000US34009,,2018,Cape May County,New Jersey
0500000US34011,1508.0,2018,Cumberland County,New Jersey
0500000US34013,79678.0,2018,Essex County,New Jersey
0500000US34015,2856.0,2018,Gloucester County,New Jersey
0500000US34017,159143.0,2018,Hudson County,New Jersey
0500000US34019,,2018,Hunterdon County,New Jersey
0500000US34021,12175.0,2018,Mercer County,New Jersey
0500000US34023,45941.0,2018,Middlesex County,New Jersey
0500000US34025,27236.0,2018,Monmouth County,New Jersey
0500000US34027,11924.0,2018,Morris County,New Jersey
0500000US34029,4076.0,2018,Ocean County,New Jersey
0500000US34031,18800.0,2018,Passaic County,New Jersey
0500000US34033,,2018,Salem County,New Jersey
0500000US34035,9156.0,2018,Somerset County,New Jersey
0500000US34037,,2018,Sussex County,New Jersey
0500000US34039,32539.0,2018,Union County,New Jersey
0500000US34041,,2018,Warren County,New Jersey
0500000US35001,5456.0,2018,Bernalillo County,New Mexico
0500000US35005,,2018,Chaves County,New Mexico
0500000US35013,698.0,2018,Doña Ana County,New Mexico
0500000US35025,,2018,Lea County,New Mexico
0500000US35031,,2018,McKinley County,New Mexico
0500000US35035,,2018,Otero County,New Mexico
0500000US35043,,2018,Sandoval County,New Mexico
0500000US35045,,2018,San Juan County,New Mexico
0500000US35049,463.0,2018,Santa Fe County,New Mexico
0500000US35061,,2018,Valencia County,New Mexico
0500000US36001,9578.0,2018,Albany County,New York
0500000US36005,338577.0,2018,Bronx County,New York
0500000US36007,3823.0,2018,Broome County,New York
0500000US36009,,2018,Cattaraugus County,New York
0500000US36011,,2018,Cayuga County,New York
0500000US36013,87.0,2018,Chautauqua County,New York
0500000US36015,,2018,Chemung County,New York
0500000US36019,,2018,Clinton County,New York
0500000US36027,8972.0,2018,Dutchess County,New York
0500000US36029,15024.0,2018,Erie County,New York
0500000US36045,,2018,Jefferson County,New York
0500000US36047,733874.0,2018,Kings County,New York
0500000US36051,,2018,Livingston County,New York
0500000US36053,,2018,Madison County,New York
0500000US36055,9974.0,2018,Monroe County,New York
0500000US36059,117947.0,2018,Nassau County,New York
0500000US36061,530120.0,2018,New York County,New York
0500000US36063,1555.0,2018,Niagara County,New York
0500000US36065,1483.0,2018,Oneida County,New York
0500000US36067,5819.0,2018,Onondaga County,New York
0500000US36069,,2018,Ontario County,New York
0500000US36071,9041.0,2018,Orange County,New York
0500000US36075,,2018,Oswego County,New York
0500000US36079,,2018,Putnam County,New York
0500000US36081,567601.0,2018,Queens County,New York
0500000US36083,,2018,Rensselaer County,New York
0500000US36085,62741.0,2018,Richmond County,New York
0500000US36087,10370.0,2018,Rockland County,New York
0500000US36089,,2018,St. Lawrence County,New York
0500000US36091,,2018,Saratoga County,New York
0500000US36093,,2018,Schenectady County,New York
0500000US36101,6.0,2018,Steuben County,New York
0500000US36103,47036.0,2018,Suffolk County,New York
0500000US36105,,2018,Sullivan County,New York
0500000US36109,,2018,Tompkins County,New York
0500000US36111,3370.0,2018,Ulster County,New York
0500000US36113,,2018,Warren County,New York
0500000US36117,,2018,Wayne County,New York
0500000US36119,108611.0,2018,Westchester County,New York
0500000US37001,,2018,Alamance County,North Carolina
0500000US37019,,2018,Brunswick County,North Carolina
0500000US37021,952.0,2018,Buncombe County,North Carolina
0500000US37023,,2018,Burke County,North Carolina
0500000US37025,,2018,Cabarrus County,North Carolina
0500000US37027,,2018,Caldwell County,North Carolina
0500000US37031,,2018,Carteret County,North Carolina
0500000US37035,,2018,Catawba County,North Carolina
0500000US37037,,2018,Chatham County,North Carolina
0500000US37045,,2018,Cleveland County,North Carolina
0500000US37049,,2018,Craven County,North Carolina
0500000US37051,717.0,2018,Cumberland County,North Carolina
0500000US37057,,2018,Davidson County,North Carolina
0500000US37063,4893.0,2018,Durham County,North Carolina
0500000US37067,2109.0,2018,Forsyth County,North Carolina
0500000US37069,,2018,Franklin County,North Carolina
0500000US37071,,2018,Gaston County,North Carolina
0500000US37081,1127.0,2018,Guilford County,North Carolina
0500000US37085,,2018,Harnett County,North Carolina
0500000US37089,,2018,Henderson County,North Carolina
0500000US37097,,2018,Iredell County,North Carolina
0500000US37101,,2018,Johnston County,North Carolina
0500000US37109,,2018,Lincoln County,North Carolina
0500000US37119,16028.0,2018,Mecklenburg County,North Carolina
0500000US37125,,2018,Moore County,North Carolina
0500000US37127,,2018,Nash County,North Carolina
0500000US37129,,2018,New Hanover County,North Carolina
0500000US37133,,2018,Onslow County,North Carolina
0500000US37135,,2018,Orange County,North Carolina
0500000US37147,,2018,Pitt County,North Carolina
0500000US37151,,2018,Randolph County,North Carolina
0500000US37155,255.0,2018,Robeson County,North Carolina
0500000US37157,,2018,Rockingham County,North Carolina
0500000US37159,,2018,Rowan County,North Carolina
0500000US37161,,2018,Rutherford County,North Carolina
0500000US37171,,2018,Surry County,North Carolina
0500000US37179,641.0,2018,Union County,North Carolina
0500000US37183,6112.0,2018,Wake County,North Carolina
0500000US37191,,2018,Wayne County,North Carolina
0500000US37193,,2018,Wilkes County,North Carolina
0500000US37195,,2018,Wilson County,North Carolina
0500000US38015,,2018,Burleigh County,North Dakota
0500000US38017,,2018,Cass County,North Dakota
0500000US38035,,2018,Grand Forks County,North Dakota
0500000US38101,,2018,Ward County,North Dakota
0500000US39003,,2018,Allen County,Ohio
0500000US39007,,2018,Ashtabula County,Ohio
0500000US39009,,2018,Athens County,Ohio
0500000US39013,,2018,Belmont County,Ohio
0500000US39017,1260.0,2018,Butler County,Ohio
0500000US39023,521.0,2018,Clark County,Ohio
0500000US39025,,2018,Clermont County,Ohio
0500000US39029,,2018,Columbiana County,Ohio
0500000US39035,25152.0,2018,Cuyahoga County,Ohio
0500000US39041,,2018,Delaware County,Ohio
0500000US39043,,2018,Erie County,Ohio
0500000US39045,,2018,Fairfield County,Ohio
0500000US39049,15684.0,2018,Franklin County,Ohio
0500000US39055,109.0,2018,Geauga County,Ohio
0500000US39057,,2018,Greene County,Ohio
0500000US39061,12537.0,2018,Hamilton County,Ohio
0500000US39063,,2018,Hancock County,Ohio
0500000US39081,,2018,Jefferson County,Ohio
0500000US39085,,2018,Lake County,Ohio
0500000US39089,,2018,Licking County,Ohio
0500000US39093,775.0,2018,Lorain County,Ohio
0500000US39095,3731.0,2018,Lucas County,Ohio
0500000US39099,1258.0,2018,Mahoning County,Ohio
0500000US39101,,2018,Marion County,Ohio
0500000US39103,,2018,Medina County,Ohio
0500000US39109,,2018,Miami County,Ohio
0500000US39113,8193.0,2018,Montgomery County,Ohio
0500000US39119,,2018,Muskingum County,Ohio
0500000US39133,,2018,Portage County,Ohio
0500000US39139,,2018,Richland County,Ohio
0500000US39141,,2018,Ross County,Ohio
0500000US39145,,2018,Scioto County,Ohio
0500000US39151,1744.0,2018,Stark County,Ohio
0500000US39153,5294.0,2018,Summit County,Ohio
0500000US39155,609.0,2018,Trumbull County,Ohio
0500000US39157,52.0,2018,Tuscarawas County,Ohio
0500000US39165,,2018,Warren County,Ohio
0500000US39169,11.0,2018,Wayne County,Ohio
0500000US39173,,2018,Wood County,Ohio
0500000US40017,,2018,Canadian County,Oklahoma
0500000US40027,1382.0,2018,Cleveland County,Oklahoma
0500000US40031,,2018,Comanche County,Oklahoma
0500000US40037,,2018,Creek County,Oklahoma
0500000US40101,,2018,Muskogee County,Oklahoma
0500000US40109,2681.0,2018,Oklahoma County,Oklahoma
0500000US40119,,2018,Payne County,Oklahoma
0500000US40125,,2018,Pottawatomie County,Oklahoma
0500000US40131,,2018,Rogers County,Oklahoma
0500000US40143,2200.0,2018,Tulsa County,Oklahoma
0500000US40145,97.0,2018,Wagoner County,Oklahoma
0500000US41003,,2018,Benton County,Oregon
0500000US41005,4850.0,2018,Clackamas County,Oregon
